Cod Produto,Nome Produto,Preco Lista,Preco,Base Preco,Ref Marca,Trade Policy,Skuid,Id Listapreco,Canal Venda,Data Alterado
434,Caixa Com 6 Unidades De Escova Mega Hair,135.8,,,,1,626,1,1,2023-05-17 22:44:12.660000
435,Limpador Concentrado Perfumado Petcare,9.2,,,,1,682,1,1,2023-05-17 22:44:12.660000
436,Caixa Com 12 Unidades De Limpador Concentrado Perfumado Petcare,99.5,,,,1,683,1,1,2023-05-17 22:44:12.660000
437,Aromatizante De Ambiente Intense Spray 120 ml,10.7,,,,1,686,1,1,2023-05-17 22:44:12.660000
438,Caixa Com 12 Unidades De Aromatizante De Ambiente Intense Spray 120 ml,115.7,,,,1,687,1,1,2023-05-17 22:44:12.660000
439,Aromatizante De Ambiente Magia Spray 120 ml,10.7,,,,1,690,1,1,2023-05-17 22:44:12.660000
440,Caixa Com 12 Unidades De Aromatizante De Ambiente Black ml,115.7,,,,1,691,1,1,2023-05-17 22:44:12.660000
441,Caixa Com 12 Unidades De Aromatizante De Ambiente Magia Spray 120 ml,115.7,,,,1,692,1,1,2023-05-17 22:44:12.660000
442,Aromatizante De Ambiente Black 120 ml,10.7,,,,1,693,1,1,2023-05-17 22:44:12.660000
443,Mop Flat Chenille,72.6,,,,1,45,1,1,2023-05-17 22:44:12.660000
444,Mop Refil Chenille,27.5,,,,1,46,1,1,2023-05-17 22:44:12.660000
445,Mop Esfregão Absorvente POP,72.5,,,,1,47,1,1,2023-05-17 22:44:12.660000
446,Mop Refil Esfregão Absorvente POP,24.1,,,,1,48,1,1,2023-05-17 22:44:12.660000
447,Mop Limp Lav,30.2,,,,1,49,1,1,2023-05-17 22:44:12.660000
448,Balde Com Escorredor,65.2,,,,1,50,1,1,2023-05-17 22:44:12.660000
449,Rodinho De Pia,14.8,,,,1,51,1,1,2023-05-17 22:44:12.660000
450,Escova Lava Louças,14.8,,,,1,52,1,1,2023-05-17 22:44:12.660000
451,Rodo Multiuso Vip 30 Cm Com Cabo,17.0,,,,1,53,1,1,2023-05-17 22:44:12.660000
452,Rodo Multiuso Vip 40 Cm Com Cabo,18.1,,,,1,54,1,1,2023-05-17 22:44:12.660000
453,Mop Flat Microfibra,84.1,,,,1,55,1,1,2023-05-17 22:44:12.660000
454,Mop Refil Flat Microfibra,1.6,,,,1,56,1,1,2023-05-17 22:44:12.660000
455,Luvas Multiuso Vip Tamanho P Com 2 Unidades,5.9,,,,1,57,1,1,2023-05-17 22:44:12.660000
456,Luvas Multiuso Vip Tamanho M Com 2 Unidades,5.9,,,,1,58,1,1,2023-05-17 22:44:12.660000
457,Luvas Multiuso Vip Tamanho G Com 2 Unidades,5.9,,,,1,59,1,1,2023-05-17 22:44:12.660000
458,Saco Para Lixo Vip 15 Litros Em Rolo Com 20 Unidades,4.7,,,,1,60,1,1,2023-05-17 22:44:12.660000
459,Saco Para Lixo Vip 30 Litros Em Rolo Com 20 Unidades,6.1,,,,1,61,1,1,2023-05-17 22:44:12.660000
460,Saco Para Lixo Vip 50 Litros Em Rolo Com 20 Unidades,7.5,,,,1,62,1,1,2023-05-17 22:44:12.660000
461,Saco Para Lixo Vip 100 Litros Em Rolo Com 15 Unidades,10.0,,,,1,63,1,1,2023-05-17 22:44:12.660000
462,Vassoura Vip Multiuso Com Cabo,10.6,,,,1,64,1,1,2023-05-17 22:44:12.660000
463,Esponja Splum Vegetal Pedaço Pequeno Cor Santa Maria,7.2,,,,1,65,1,1,2023-05-17 22:44:12.660000
464,Esponja Splum Vegetal Pedaço Médio Santa Maria,8.3,,,,1,66,1,1,2023-05-17 22:44:12.660000
465,Esponja Splum Vegetal Oval Atoalhada Santa Maria,10.3,,,,1,67,1,1,2023-05-17 22:44:12.660000
466,Esponja Splum Vegetal In Natura Grande Santa Maria,23.4,,,,1,68,1,1,2023-05-17 22:44:12.660000
467,Escova Splum Lava Costas,30.1,,,,1,69,1,1,2023-05-17 22:44:12.660000
468,Esponja Splum Para Banho Fragrance Santa Maria,7.9,,,,1,70,1,1,2023-05-17 22:44:12.660000
469,Esponja Splum Para Banho Delicata Unitária Santa Maria,5.1,,,,1,71,1,1,2023-05-17 22:44:12.660000
470,Esponja Splum Para Banho  Delicata Com 3 Unidades Santa Maria,16.0,,,,1,72,1,1,2023-05-17 22:44:12.660000
471,Esponja Splum Para Banho Massageadora Santa Maria,6.0,,,,1,73,1,1,2023-05-17 22:44:12.660000
472,Esponja Splum Para Banho Baby Santa Maria,5.6,,,,1,74,1,1,2023-05-17 22:44:12.660000
473,Esponja Splum Para Banho Esfoliante Santa Maria,6.0,,,,1,75,1,1,2023-05-17 22:44:12.660000
474,Esponja Splum Para Banho Massageadora e Esfoliante Santa Maria,10.6,,,,1,76,1,1,2023-05-17 22:44:12.660000
475,Caixa Com 6 Unidades De Escova Sírus ABS Com Tubo De Alumínio e Cerdas Em Nylon De 30 mm,180.1,,,,1,577,1,1,2023-05-17 22:44:12.660000
476,Caixa Com 6 Unidades De Escova Sírus ABS Com Tubo De Alumínio e Cerdas Em Nylon De 25 mm,163.3,,,,1,578,1,1,2023-05-17 22:44:12.660000
477,Caixa Com 6 Unidades De Escova Adhara Madeira De Tubo Em Alumínio e Cerdas Em Nylon 40 mm,295.2,,,,1,579,1,1,2023-05-17 22:44:12.660000
478,Caixa Com 6 Unidades De Escova Adhara Madeira De Tubo Em Alumínio e Cerdas Em Nylon 35 mm,254.1,,,,1,580,1,1,2023-05-17 22:44:12.660000
479,Caixa Com 6 Unidades De Escova Adhara Madeira De Tubo Em Alumínio e Cerdas Em Nylon 25 mm,202.0,,,,1,581,1,1,2023-05-17 22:44:12.660000
480,Tesoura De Segurança Corpus,58.5,,,,1,661,1,1,2023-05-17 22:44:12.660000
481,Caixa Com 6 Unidades De Escova Adhara Madeira De Tubo Em Alumínio e Cerdas Em Nylon 20 mm,177.9,,,,1,582,1,1,2023-05-17 22:44:12.660000
482,Kit Pincéis Para Maquiagem,69.8,,,,1,662,1,1,2023-05-17 22:44:12.660000
483,Caixa Com 6 Unidades De Escova Liss Classic PP,55.6,,,,1,583,1,1,2023-05-17 22:44:12.660000
484,Kit Manicure,62.5,,,,1,663,1,1,2023-05-17 22:44:12.660000
485,Caixa Com 6 Unidades De Escova Liss Classic P,66.5,,,,1,584,1,1,2023-05-17 22:44:12.660000
486,CABO DE METAL PLASTIFICADO (  MASTER ),2.2,,,,1,664,1,1,2023-05-17 22:44:12.660000
487,Caixa Com 6 Unidades De Escova Liss Classic M,140.2,,,,1,585,1,1,2023-05-17 22:44:12.660000
488,Lava Lo,48.4,,,,1,665,1,1,2023-05-17 22:44:12.660000
489,Caixa Com 6 Unidades De Escova Liss Classic G,139.1,,,,1,586,1,1,2023-05-17 22:44:12.660000
490,Caixa Com 6 Unidades De Escova Yellow Hit 40 mm,254.9,,,,1,587,1,1,2023-05-17 22:44:12.660000
491,Lava Roupas Líquido Coco Esfrelux 2 Litros,15.8,,,,1,666,1,1,2023-05-17 22:44:12.660000
492,Caixa Com 6 Unidades De Escova Yellow Hit 35 mm,225.1,,,,1,588,1,1,2023-05-17 22:44:12.660000
493,Caixa Com 6 Unidades De Lava Roupas Líquido Coco Esfrelux 2 L,90.2,,,,1,667,1,1,2023-05-17 22:44:12.660000
494,Caixa Com 6 Unidades De Escova Yellow Hit 25 mm,242.0,,,,1,589,1,1,2023-05-17 22:44:12.660000
495,Flotador Multiuso Esfrelux 500 ml,8.6,,,,1,668,1,1,2023-05-17 22:44:12.660000
496,Caixa Com 6 Unidades De Escova Yellow Hit 20 mm,158.0,,,,1,590,1,1,2023-05-17 22:44:12.660000
497,Caixa Com 6 Unidades De Escova Pink Hit 40 mm,342.7,,,,1,591,1,1,2023-05-17 22:44:12.660000
498,Caixa Com 12 Unidades De Flotador Multiuso Esfrelux 500 ml,87.9,,,,1,669,1,1,2023-05-17 22:44:12.660000
499,Caixa Com 6 Unidades De Escova Pink Hit 20 mm,212.4,,,,1,592,1,1,2023-05-17 22:44:12.660000
500,Limpador Concentrado Perfumado Eucalipto,9.2,,,,1,670,1,1,2023-05-17 22:44:12.660000
501,Aromatizante De Ambiente Magia Spray 500 ml,20.6,,,,1,694,1,1,2023-05-17 22:44:12.660000
502,Caixa Com 6 Unidades De Aromatizante De Ambiente Magia Spray 500 ml,91.3,,,,1,695,1,1,2023-05-17 22:44:12.660000
503,Aromatizante De Ambiente Intense Spray 500 ml,20.6,,,,1,696,1,1,2023-05-17 22:44:12.660000
504,Caixa Com 6 Unidades De Aromatizante De Ambiente Intense Spray 500 ml,111.4,,,,1,697,1,1,2023-05-17 22:44:12.660000
505,Aromatizante De Ambiente Black Spray 500 ml,20.6,,,,1,698,1,1,2023-05-17 22:44:12.660000
506,Caixa Com 6 Unidades De Aromatizante De Ambiente Black Spray 500 ml,111.4,,,,1,699,1,1,2023-05-17 22:44:12.660000
507,Lava Louças Líquido Esfrelux Anti Odor De 500 ml,2.2,,,,1,700,1,1,2023-05-17 22:44:12.660000
508,Caixa Com 24 Unidades De Lava Louças Líquido Esfrelux Anti Odor De 500 ml,36.3,,,,1,701,1,1,2023-05-17 22:44:12.660000
509,Saco Para Lixo 15 L Reforçado Almofada,6.2,,,,1,702,1,1,2023-05-17 22:44:12.660000
510,Saco Para Lixo 30 L Reforçado Almofada,6.2,,,,1,703,1,1,2023-05-17 22:44:12.660000
511,Saco Para Lixo 50 L Reforçado Almofada,6.6,,,,1,704,1,1,2023-05-17 22:44:12.660000
512,Saco Para Lixo 100 L Reforçado Almofada,6.6,,,,1,705,1,1,2023-05-17 22:44:12.660000
513,Saco Para Lixo 150 L Reforçado Almofada,7.4,,,,1,706,1,1,2023-05-17 22:44:12.660000
514,Saco Para Lixo 200 L Reforçado Almofada,8.2,,,,1,707,1,1,2023-05-17 22:44:12.660000
515,Saco Para Lixo 15 L Reforçado Em Rolo,10.7,,,,1,708,1,1,2023-05-17 22:44:12.660000
516,Saco Para Lixo 30 L Reforçado Em Rolo,20.7,,,,1,709,1,1,2023-05-17 22:44:12.660000
517,Saco Para Lixo 50 L Reforçado Em Rolo,24.8,,,,1,710,1,1,2023-05-17 22:44:12.660000
518,Saco Para Lixo 100 L Reforçado Em Rolo,24.8,,,,1,711,1,1,2023-05-17 22:44:12.660000
519,Saco Para Lixo 150 L Reforçado Em Rolo,20.2,,,,1,712,1,1,2023-05-17 22:44:12.660000
520,Saco Para Lixo 200 L Reforçado Em Rolo,29.2,,,,1,713,1,1,2023-05-17 22:44:12.660000
521,Caixa Com 40 Pacotes De Saco Para Lixo 15 L Reforçado Almofada,210.7,,,,1,720,1,1,2023-05-17 22:44:12.660000
522,Caixa Com 40 Pacotes De Saco Para Lixo 30 L Reforçado Almofada,210.7,,,,1,721,1,1,2023-05-17 22:44:12.660000
523,Caixa Com 40 Pacotes De Saco Para Lixo 50 L Reforçado Almofada,223.6,,,,1,722,1,1,2023-05-17 22:44:12.660000
524,Caixa Com 40 Pacotes De Saco Para Lixo 100 L Reforçado Almofada,223.6,,,,1,723,1,1,2023-05-17 22:44:12.660000
525,Caixa Com 40 Pacotes De Saco Para Lixo 150 L Reforçado Almofada,252.1,,,,1,724,1,1,2023-05-17 22:44:12.660000
526,Caixa Com 40 Pacotes De Saco Para Lixo 200 L Reforçado Almofada,279.4,,,,1,725,1,1,2023-05-17 22:44:12.660000
527,Grampo Para Cabelo Moreno Número 7 Corpus,9.1,,,,1,302,1,1,2023-05-17 22:44:12.660000
528,Grampo Para Cabelo Loiro Número 5 Corpus,5.4,,,,1,303,1,1,2023-05-17 22:44:12.660000
529,Grampo Para Cabelo Loiro Número 7 Corpus,9.1,,,,1,304,1,1,2023-05-17 22:44:12.660000
530,Grampo Para Cabelo Loiro Número 7 Corpus,6.7,,,,1,305,1,1,2023-05-17 22:44:12.660000
531,Kit Viagem Masculino Corpus,24.0,,,,1,306,1,1,2023-05-17 22:44:12.660000
532,Espelho Redondo de Bolsa Corpus,9.7,,,,1,307,1,1,2023-05-17 22:44:12.660000
533,Pente Infantil Baby Corpus Menino Corpus,4.8,,,,1,308,1,1,2023-05-17 22:44:12.660000
534,Pente Infantil Baby Corpus Menina Corpus,4.8,,,,1,309,1,1,2023-05-17 22:44:12.660000
535,Escova Yellow Hit 40 mm,62.8,,,,1,310,1,1,2023-05-17 22:44:12.660000
536,Escova Yellow Hit 35 mm,55.6,,,,1,311,1,1,2023-05-17 22:44:12.660000
537,Escova Yellow Hit 25 mm,44.4,,,,1,312,1,1,2023-05-17 22:44:12.660000
538,Escova Yellow Hit 20 mm,38.9,,,,1,313,1,1,2023-05-17 22:44:12.660000
539,Escova Pink Hit 40 mm,60.5,,,,1,314,1,1,2023-05-17 22:44:12.660000
540,Escova Pink Hit 20 mm,32.7,,,,1,315,1,1,2023-05-17 22:44:12.660000
541,Escova Blue Hit 40 mm,36.3,,,,1,316,1,1,2023-05-17 22:44:12.660000
542,Escova Blue Hit 35 mm,48.4,,,,1,317,1,1,2023-05-17 22:44:12.660000
543,Escova Blue Hit 25 mm,38.6,,,,1,318,1,1,2023-05-17 22:44:12.660000
544,Escova Blue Hit 20 mm,32.7,,,,1,319,1,1,2023-05-17 22:44:12.660000
545,Escova Spiral Hit 40 mm,41.5,,,,1,320,1,1,2023-05-17 22:44:12.660000
546,Escova Spiral Hit 35 mm,33.6,,,,1,321,1,1,2023-05-17 22:44:12.660000
547,Escova Spiral Hit 25 mm,26.5,,,,1,322,1,1,2023-05-17 22:44:12.660000
548,Escova Spiral Hit 20 mm,23.9,,,,1,323,1,1,2023-05-17 22:44:12.660000
549,Escova Miss Hit 40 mm,56.2,,,,1,324,1,1,2023-05-17 22:44:12.660000
550,Escova Miss Hit 35 mm,49.6,,,,1,325,1,1,2023-05-17 22:44:12.660000
551,Escova Miss Hit 20 mm,29.4,,,,1,326,1,1,2023-05-17 22:44:12.660000
552,Escova Soft Hit 40 mm,52.3,,,,1,327,1,1,2023-05-17 22:44:12.660000
553,Escova Soft Hit 35 mm,45.6,,,,1,328,1,1,2023-05-17 22:44:12.660000
554,Escova Soft Hit 25 mm,35.8,,,,1,329,1,1,2023-05-17 22:44:12.660000
555,Escova Soft Hit 20 mm,27.3,,,,1,330,1,1,2023-05-17 22:44:12.660000
556,Escova Sensitive Hit 40 mm,50.5,,,,1,331,1,1,2023-05-17 22:44:12.660000
557,Escova Sensitive Hit 35 mm,44.9,,,,1,332,1,1,2023-05-17 22:44:12.660000
558,Escova Sensitive Hit 25 mm,36.1,,,,1,333,1,1,2023-05-17 22:44:12.660000
559,Escova Sensitive Hit 20 mm,31.9,,,,1,334,1,1,2023-05-17 22:44:12.660000
560,Escova Bamboo Hit P,21.1,,,,1,335,1,1,2023-05-17 22:44:12.660000
561,Escova Bamboo Hit M,25.2,,,,1,336,1,1,2023-05-17 22:44:12.660000
562,Escova Bamboo Hit G,27.8,,,,1,337,1,1,2023-05-17 22:44:12.660000
563,Escova Bamboo Hit Quadrada,39.3,,,,1,338,1,1,2023-05-17 22:44:12.660000
564,Escova Bamboo Hit Oval,31.7,,,,1,339,1,1,2023-05-17 22:44:12.660000
565,Escova Sírus ABS Com Tubo De Alumínio e Cerdas Em Nylon De 25 mm,38.7,,,,1,225,1,1,2023-05-17 22:44:12.660000
566,Escova Adhara Madeira De Tubo Em Alumínio e Cerdas Em Nylon 40 mm,60.4,,,,1,226,1,1,2023-05-17 22:44:12.660000
567,Escova Adhara Madeira De Tubo Em Alumínio e Cerdas Em Nylon 35 mm,54.4,,,,1,227,1,1,2023-05-17 22:44:12.660000
568,Escova Adhara Madeira De Tubo Em Alumínio e Cerdas Em Nylon 25 mm,48.3,,,,1,228,1,1,2023-05-17 22:44:12.660000
569,Escova Adhara Madeira De Tubo Em Alumínio e Cerdas Em Nylon 20 mm,42.3,,,,1,229,1,1,2023-05-17 22:44:12.660000
570,Escova Liss Classic PP,16.2,,,,1,230,1,1,2023-05-17 22:44:12.660000
571,Escova Liss Classic P,17.3,,,,1,231,1,1,2023-05-17 22:44:12.660000
572,Escova Liss Classic M,21.1,,,,1,232,1,1,2023-05-17 22:44:12.660000
573,Escova Liss Classic G,24.1,,,,1,233,1,1,2023-05-17 22:44:12.660000
574,Curvador de Cílios Corpus,6.0,,,,1,234,1,1,2023-05-17 22:44:12.660000
575,Alicate para unha Corpus,31.9,,,,1,235,1,1,2023-05-17 22:44:12.660000
576,Cortador De Unhas De Luxo Corpus,4.7,,,,1,236,1,1,2023-05-17 22:44:12.660000
577,Tesoura De Segurança Corpus,58.5,,,,1,237,1,1,2023-05-17 22:44:12.660000
578,Tesoura De Unha Corpus,3.6,,,,1,238,1,1,2023-05-17 22:44:12.660000
579,Palito Duplo Corpus,5.3,,,,1,239,1,1,2023-05-17 22:44:12.660000
580,Palito Chanfrado Corpus,5.3,,,,1,240,1,1,2023-05-17 22:44:12.660000
581,Palito Desencravador Corpus,5.3,,,,1,241,1,1,2023-05-17 22:44:12.660000
582,Palito Cureta Corpus,5.8,,,,1,242,1,1,2023-05-17 22:44:12.660000
583,Palito Raspador Corpus,5.3,,,,1,243,1,1,2023-05-17 22:44:12.660000
584,Pente De Dentes Largos Com Cabo Corpus,6.8,,,,1,244,1,1,2023-05-17 22:44:12.660000
585,Pente De Dentes Largos Corpus,6.8,,,,1,245,1,1,2023-05-17 22:44:12.660000
586,Pente De Dentes Largos e Finos Modelo Curvo Corpus,6.8,,,,1,246,1,1,2023-05-17 22:44:12.660000
587,Pente De Dentes Largos e Finos Modelo Reto Corpus,6.8,,,,1,247,1,1,2023-05-17 22:44:12.660000
588,Pente Separador de Mechas Corpus,6.8,,,,1,248,1,1,2023-05-17 22:44:12.660000
589,Pente De Dentes Trançados Corpus,6.8,,,,1,249,1,1,2023-05-17 22:44:12.660000
590,Pente Para Uso Diário Corpus,6.8,,,,1,250,1,1,2023-05-17 22:44:12.660000
591,Pente De Tartaruga De Dentes Largos Corpus,6.8,,,,1,251,1,1,2023-05-17 22:44:12.660000
592,Pente De Tartatura Para Uso Diário Corpus,6.8,,,,1,252,1,1,2023-05-17 22:44:12.660000
593,Pente Masculino De Dentes Extra Finos e Largos Corpus,6.8,,,,1,253,1,1,2023-05-17 22:44:12.660000
594,Mop Flat Dupla Face,118.8,,,,1,41,1,1,2023-05-17 22:44:12.660000
595,Mop Refil Flat Dupla Face,43.3,,,,1,42,1,1,2023-05-17 22:44:12.660000
596,Mop Flat Microfibra,84.1,,,,1,43,1,1,2023-05-17 22:44:12.660000
597,Mop Refil Flat Microfibra,21.6,,,,1,44,1,1,2023-05-17 22:44:12.660000
598,Kit Escovas De Cabelo Antares De Madeira e Plástica e Magic Color,60.2,,,,1,649,1,1,2023-05-17 22:44:12.660000
599,Caixa Com 6 Unidades De Escova Magic Colors Black Oval,95.6,,,,1,567,1,1,2023-05-17 22:44:12.660000
600,Caixa Com 6 Unidades De Escova Magic Colors White Oval,92.8,,,,1,568,1,1,2023-05-17 22:44:12.660000
601,Kit Tábua De Carne Grande Esponja Crespa e Lava Louças Esfrelux Maçã,22.1,,,,1,650,1,1,2023-05-17 22:44:12.660000
602,Caixa Com 6 Unidades De Escova Atria ABS Com Tubo Cerâmico e Cerdas Mistas De 40 mm,229.9,,,,1,569,1,1,2023-05-17 22:44:12.660000
603,Kit Limpadores Multiuso Classic e Limpeza Pesada,10.5,,,,1,651,1,1,2023-05-17 22:44:12.660000
604,Caixa Com 6 Unidades De Escova Atria ABS Com Tubo Cerâmico e Cerdas Mistas De 35 mm,216.4,,,,1,570,1,1,2023-05-17 22:44:12.660000
605,Kit Desinfetante Esfrelux Lavanda e 2 Sacos Para Lixo de 50 e 100 L,24.0,,,,1,652,1,1,2023-05-17 22:44:12.660000
606,Caixa Com 6 Unidades De Escova Magic Colors Black White Quadrada,92.8,,,,1,571,1,1,2023-05-17 22:44:12.660000
607,Kit Esponja Multiso e Lava Louças,8.7,,,,1,653,1,1,2023-05-17 22:44:12.660000
608,Caixa Com 6 Unidades De Escova Atria ABS Com Tubo Cerâmico e Cerdas Mistas De 25 mm,171.7,,,,1,572,1,1,2023-05-17 22:44:12.660000
609,"Kit Esponjas Multiuso, Antiaderente e Soft",8.0,,,,1,654,1,1,2023-05-17 22:44:12.660000
610,Caixa Com 6 Unidades De Escova Atria ABS Com Tubo Cerâmico e Cerdas Mistas De 20 mm,150.6,,,,1,573,1,1,2023-05-17 22:44:12.660000
611,Caixa Com 6 Unidades De Escova Magic Colors Black White Oval,92.8,,,,1,574,1,1,2023-05-17 22:44:12.660000
612,"Kit Esponja Multiuso, Lava Louças e Rodo de Pia",12.2,,,,1,655,1,1,2023-05-17 22:44:12.660000
613,Caixa Com 6 Unidades De Escova Sírus ABS Com Tubo De Alumínio e Cerdas Em Nylon De 40 mm,229.9,,,,1,575,1,1,2023-05-17 22:44:12.660000
614,Kit Amaciantes e Facilitador de Passar Roupas,19.8,,,,1,656,1,1,2023-05-17 22:44:12.660000
615,Caixa Com 6 Unidades De Escova Sírus ABS Com Tubo De Alumínio e Cerdas Em Nylon De 35 mm,208.5,,,,1,576,1,1,2023-05-17 22:44:12.660000
616,Kit Desinfetantes de 500 ml e Saco para Lixo de 50 L,15.3,,,,1,657,1,1,2023-05-17 22:44:12.660000
617,Kit Limpador Perfumado Desinfetante e Amaciante,11.4,,,,1,658,1,1,2023-05-17 22:44:12.660000
618,"Kit Pá Plástica Para Lixo, Vassoura Phenix e Desinfetante de 2 L",23.1,,,,1,659,1,1,2023-05-17 22:44:12.660000
619,"Kit Esponjas Multiuso, Antiaderente e Soft",8.0,,,,1,660,1,1,2023-05-17 22:44:12.660000
620,Kit Beleza Bamboo Hit Com Escovas De Cabelo e Luva Para Lavar e Massagear a Pele,66.1,,,,1,753,1,1,2023-05-17 22:44:12.660000
621,Kit Beleza Escovas De Cabelo Antares De Madeira e Plástica e Magic Color,51.4,,,,1,758,1,1,2023-05-17 22:44:12.660000
622,Kit Limpeza Limpadores Multiuso Classic e Limpeza Pesada,10.5,,,,1,759,1,1,2023-05-17 22:44:12.660000
623,Kit Limpeza Desinfetante Esfrelux Lavanda e 2 Sacos Para Lixo de 50 e 100 L,24.0,,,,1,760,1,1,2023-05-17 22:44:12.660000
624,Kit Limpeza Esponja Multiso e Lava Louças,8.7,,,,1,761,1,1,2023-05-17 22:44:12.660000
625,"Kit Limpeza Esponjas Multiuso, Antiaderente e Soft",8.0,,,,1,762,1,1,2023-05-17 22:44:12.660000
626,"Kit Limpeza Esponja Multiuso, Lava Louças e Rodo de Pia",12.2,,,,1,763,1,1,2023-05-17 22:44:12.660000
627,Kit Limpeza Amaciantes e Facilitador de Passar Roupas,19.8,,,,1,764,1,1,2023-05-17 22:44:12.660000
628,Kit Limpeza Desinfetantes de 500 ml e Saco para Lixo de 50 L,15.3,,,,1,765,1,1,2023-05-17 22:44:12.660000
629,Kit Limpeza Limpador Perfumado Desinfetante e Amaciante,11.5,,,,1,766,1,1,2023-05-17 22:44:12.660000
630,"Kit Limpeza Pá Plástica Para Lixo, Vassoura Phenix e Desinfetante de 2 L",23.1,,,,1,767,1,1,2023-05-17 22:44:12.660000
631,"Kit Limpeza Esponjas Multiuso, Antiaderente e Soft",8.0,,,,1,768,1,1,2023-05-17 22:44:12.660000
632,Kit Limpeza Tábua De Carne Grande Esponja Crespa e Lava Louças Esfrelux Maçã,23.1,,,,1,771,1,1,2023-05-17 22:44:12.660000
633,teste kit,8.8,,,,1,772,1,1,2023-05-17 22:44:12.660000
634,Vassoura Varre Casa Uso Interno Com Cabo Santa Maria,23.0,,,,1,773,1,1,2023-05-17 22:44:12.660000
635,Vassoura Lava Casa Plástica Uso Externo Com Cabo Santa Maria,21.8,,,,1,774,1,1,2023-05-17 22:44:12.660000
636,Vassoura Phenix Multiuso Com Cabo Santa Maria,18.56,,,,1,775,1,1,2023-05-17 22:44:12.660000
637,Vassoura Tutty Multiuso Com Cabo Santa Maria,21.8,,,,1,776,1,1,2023-05-17 22:44:12.660000
638,Vassoura Terreiro Com Cabo Santa Maria,27.9,,,,1,778,1,1,2023-05-17 22:44:12.660000
639,Rodo Multiuso Com Cabo 30 Cm,19.3,,,,1,779,1,1,2023-05-17 22:44:12.660000
640,Rodo Multiuso Com Cabo 40 Cm,20.6,,,,1,780,1,1,2023-05-17 22:44:12.660000
641,Rodo Multiuso Com Cabo 60 Cm,31.9,,,,1,781,1,1,2023-05-17 22:44:12.660000
642,Esponja Esfrelux Limpa Fácil Com Cabo,23.99,,,,1,782,1,1,2023-05-17 22:44:12.660000
643,CABO DE METAL PLASTIFICADO,4.4,,,,1,783,1,1,2023-05-17 22:44:12.660000
644,Esponja Esfrelux Multiuso Com Cabo,20.2,,,,1,785,1,1,2023-05-17 22:44:12.660000
645,SACO P/ LIXO BAG ROLL 15 LTS (12 ROLOS C/ 100 UN),120.2,,,,1,789,1,1,2023-05-17 22:44:12.660000
646,Vassoura Piaçalux Com Cabo Santa Maria,20.0,,,,1,790,1,1,2023-05-17 22:44:12.660000
647,Escova Brilliance Hit 35 mm,44.8,,,,1,340,1,1,2023-05-17 22:44:12.660000
648,Escova Long Thermal Hit 35 mm,41.1,,,,1,341,1,1,2023-05-17 22:44:12.660000
649,Escova Purple Hit 20 mm,41.1,,,,1,342,1,1,2023-05-17 22:44:12.660000
650,Escova Glam Hit Quadrada,24.6,,,,1,343,1,1,2023-05-17 22:44:12.660000
651,Escova Glam Hit Oval,27.8,,,,1,344,1,1,2023-05-17 22:44:12.660000
652,Escova Glam Hit Oblonga,24.2,,,,1,345,1,1,2023-05-17 22:44:12.660000
653,Escova Glam Hit Quadrada White,30.2,,,,1,346,1,1,2023-05-17 22:44:12.660000
654,Escova Glam Hit Oval White,27.8,,,,1,347,1,1,2023-05-17 22:44:12.660000
655,Escova Glam Hit Oblonga White,22.0,,,,1,348,1,1,2023-05-17 22:44:12.660000
656,Pote Com Alça Para Coloração Corpus,12.1,,,,1,349,1,1,2023-05-17 22:44:12.660000
657,Borrifador Em Alumínio Corpus,23.1,,,,1,350,1,1,2023-05-17 22:44:12.660000
658,Vassoura Piaçalux Com Cabo Santa MariaA,20.0,,,,1,351,1,1,2023-05-17 22:44:12.660000
659,Pano Esfrelux Multiuso Dupla Face Unitário,6.0,,,,1,352,1,1,2023-05-17 22:44:12.660000
660,Pano Limpa Tudo,7.7,,,,1,353,1,1,2023-05-17 22:44:12.660000
661,Pano Limpa Tudo em Rolo,16.0,,,,1,354,1,1,2023-05-17 22:44:12.660000
662,Pano Versátil,9.4,,,,1,355,1,1,2023-05-17 22:44:12.660000
663,Pano Esfrelux Microfibra com 3 Unidades,18.1,,,,1,356,1,1,2023-05-17 22:44:12.660000
664,Pano Esfrelux Microfibra Unitário Tamanho M,9.7,,,,1,357,1,1,2023-05-17 22:44:12.660000
665,Pano Esfrelux Microfibra Unitário Tamanho G,15.6,,,,1,358,1,1,2023-05-17 22:44:12.660000
666,Esponja Splum Para Banho Laqua Leve 3 Pague 2 Santa Maria,4.8,,,,1,359,1,1,2023-05-17 22:44:12.660000
667,Esponja Splum Para Banho Baby Fragance Santa Maria,5.5,,,,1,360,1,1,2023-05-17 22:44:12.660000
668,Anti Mofo Esfrelux Com Aparelho,4.5,,,,1,361,1,1,2023-05-17 22:44:12.660000
669,Anti Mofo Esfrelux Refil,4.0,,,,1,362,1,1,2023-05-17 22:44:12.660000
670,Pastilha Esfrelux Adesiva Pinho,7.7,,,,1,363,1,1,2023-05-17 22:44:12.660000
671,Pastilha Esfrelux Adesiva Lavanda,7.7,,,,1,364,1,1,2023-05-17 22:44:12.660000
672,Pastilha Esfrelux Adesiva Citrus,7.7,,,,1,365,1,1,2023-05-17 22:44:12.660000
673,Gel Adesivo Esfrelux Lavanda 38 G,20.0,,,,1,370,1,1,2023-05-17 22:44:12.660000
